date,Sentiment,S&P 500
2022-05-02,10000.0,10000.0
2022-05-03,10085.00458557858,10048.371263814865
2022-05-04,10367.992711694409,10348.43995770731
2022-05-05,10057.478914632324,9979.521088648962
2022-05-06,9955.813239776646,9922.895042171658
2022-05-09,9677.2253656848,9604.99425514129
2022-05-10,9662.052925249332,9628.60234602686
2022-05-11,9549.062306356811,9470.084667631312
2022-05-12,9599.065935717652,9457.81177403446
